Address,Frontage,Access Road,Area,Bedrooms,Bathrooms,Floors,House direction,Balcony direction,Legal status,Furniture state,Price
"Nam Tu Liem, Ha Noi",5.10019714013835,17.573941150591864,149.87728653038474,2.0371605915457605,5.1172289893194725,1.885703773115781,North,,Sale contract,Unfurnished,19167.46078786104
"Nha Trang, Khanh Hoa",7.888090415914366,19.122033810610365,215.5534871325008,2.1541401806790916,5.165112370774599,5.3288240639977955,West,South,Red book,Fully furnished,20639.353499413817
"Quan 7, TP.HCM",6.194324050055014,3.9256596426375885,183.7056838863973,1.0697729487482763,5.520138059198616,2.677554296623816,Northeast,,Pink book,nan,23131.878810067294
"Thu Duc, TP.HCM",5.157735980585932,5.107039481304446,127.80581277885872,5.1892950498294175,1.9883473739749005,0.9322565025545276,Southwest,North,Pink book,Basic furnished,5679.948935197732
"Thu Dau Mot, Binh Duong",4.359574238492806,5.257209490929365,109.8422440832821,3.036894025426927,4.01862678990272,2.7256871285206508,Southwest,South,Red book,,6851.651951760457
"Binh Thanh, TP.HCM",6.164690296445808,18.221049374092125,137.32146935402565,4.164815259617935,1.3082185192523776,4.1826849634218135,Northeast,North,Sale contract,Unfurnished,5894.275984224741
"Cau Giay, Ha Noi",7.317757066128555,8.437068798562873,132.0648838822625,4.026199724603623,5.9258634266694035,2.5518563537779806,East,South,Red book,,18186.596068292358
"Thu Dau Mot, Binh Duong",5.835584293042347,17.72418322127301,92.15174746055126,5.649424016775774,5.0865834358327895,4.01458298876922,Southeast,South,Red book,Unfurnished,4122.961236952033
"Bien Hoa, Dong Nai",6.452512166618914,18.674460751340597,98.11511377999959,2.136389333567396,3.746393363701536,2.9724632540479443,Northwest,West,Pink book,,8607.4672132484
"Binh Thanh, TP.HCM",3.956263537474356,12.582384670294283,129.2096236947765,4.68308519936237,3.0544437172753884,1.1324369300303136,Southeast,South,Sale contract,Basic furnished,5836.571728634182
"Nam Tu Liem, Ha Noi",4.646080518414717,10.060720614690052,134.61002090117674,4.99497887806317,4.831981014148994,1.0111363288765454,East,West,Pink book,Unfurnished,16560.19326603636
"Cau Giay, Ha Noi",4.560041736936329,20.891481875495348,158.25332173310224,3.1797853624714376,1.1447165463216131,2.036317488195096,Southwest,West,Sale contract,Basic furnished,15017.372250758166
"Binh Thanh, TP.HCM",7.382559707754389,6.14165152898643,139.44268125459155,2.6958282476370394,3.026471898872021,4.827989845660033,West,South,Sale contract,Fully furnished,18681.837511254864
"Thu Duc, TP.HCM",3.0487869734822883,20.578622842087714,91.50561475113267,2.0847096818646085,3.9411546439270335,0.9927937093455834,Northwest,West,Pink book,Fully furnished,9526.351918843544
"Thu Dau Mot, Binh Duong",6.5474206235581205,6.044973638140284,173.92775274788622,4.780910606816268,3.2504821548885,5.091591415275416,North,East,Red book,Fully furnished,6910.025574143514
"Nha Trang, Khanh Hoa",6.688796193735401,12.466203503634956,113.42869290783075,4.3820004205612015,0.9325811922810462,2.0627267023572156,East,,Pink book,Fully furnished,10092.962671566534
"Thu Duc, TP.HCM",8.735426790060227,4.785184028178001,50.48037778845625,1.0633330155170349,4.199718341456689,2.100535281482285,South,South,Pink book,Unfurnished,4572.190760825097
"Hai Chau, Da Nang",5.476495936658688,5.665179459517383,58.64655149523915,3.8613429097911807,3.048917454606592,5.223643681045811,Northwest,West,Red book,,7699.4513285252515
"Bien Hoa, Dong Nai",5.945124032787926,3.213693441547371,189.9887160621659,3.1982857136770244,3.3183609329848256,0.9236487897141604,Southeast,West,Red book,Unfurnished,4963.856955501193
"Nam Tu Liem, Ha Noi",3.4015696963862743,18.222620186221867,145.65819572552851,4.508850470083472,1.0377313563558455,3.155413946163291,Southeast,,Pink book,Fully furnished,18142.49557060595
"Nam Tu Liem, Ha Noi",5.5002472760191035,12.155836367230423,129.00458371271435,5.457090353317533,1.6965204447707325,5.239637330331657,Northwest,West,Sale contract,Unfurnished,13624.841232268189
"Thu Duc, TP.HCM",3.4775676883047053,12.598826223984798,67.39188973133128,2.965612017907901,0.9519516255000332,1.9506915274760341,East,North,Red book,Unfurnished,6548.185654693292
"Cau Giay, Ha Noi",6.182979394034496,19.653864029054503,177.35204302011385,1.0776419056010569,4.237428165289429,4.472530760137481,Southwest,West,Sale contract,Fully furnished,11688.273350067035
"Bien Hoa, Dong Nai",4.452372200180713,17.588636949743787,96.772858002332,2.0413867059216346,2.1972022738778003,1.0174946473820912,Northeast,West,Red book,Basic furnished,4463.677093979271
"Quan 7, TP.HCM",6.228806705751689,13.525862167665908,85.09129005515042,3.796084629735719,0.9474776838824946,3.75069432664068,Southwest,North,Sale contract,Basic furnished,3482.6781254225807
"Quan 7, TP.HCM",5.772540331358461,8.805306847490721,135.429791378095,4.792835097677746,1.0714260291439084,4.774696555415855,East,North,Sale contract,Unfurnished,15112.2319115032
"Quan 7, TP.HCM",7.028873119657094,18.091607067626107,238.1256163429729,4.076912369944793,4.263472805209269,1.1641962193396391,South,West,Sale contract,Fully furnished,9034.22367012242
"Nam Tu Liem, Ha Noi",4.625742080650692,18.439561263266555,180.01920722724088,2.953279137149405,5.567869191017499,3.11057689621534,Northwest,West,Sale contract,Fully furnished,16979.457824451525
"Hai Chau, Da Nang",5.642547371745553,4.741082117578814,57.12769621267,0.9248096170938116,0.9588906466130646,2.7457887547466515,South,North,Sale contract,Fully furnished,2630.88187944396
"Quan 1, TP.HCM",4.090363265432376,4.039095193835308,176.84508027988235,2.008134811061785,4.804543965844768,1.6566629184240094,Northwest,North,Sale contract,Fully furnished,16074.565546813226
"Nam Tu Liem, Ha Noi",6.711413376685633,17.617578567337752,72.78460180489705,4.013332885480122,5.0712513703044255,5.014254183940182,East,East,Red book,Unfurnished,8898.287558782322
"Binh Thanh, TP.HCM",3.519321543180529,19.98097903954921,159.67942192623065,6.231552323382095,1.089565992914766,0.9897665926815387,Southeast,South,Sale contract,Unfurnished,16476.45892881292
"Cau Giay, Ha Noi",7.017228852528424,11.966537692212114,96.58606025157401,5.35265590277978,1.9987243773893413,1.1183955311112022,North,North,Sale contract,Fully furnished,6269.279810416042
"Bien Hoa, Dong Nai",8.752314280601146,11.097621582763654,99.73636092782017,3.547135193754395,5.23816045428417,4.168348910810201,South,nan,Red book,Fully furnished,5340.811194206282
"Binh Thanh, TP.HCM",6.107517247926144,14.503858513418761,131.65357506290866,4.781932320267263,2.399337714801068,3.1643141283732406,Southwest,,Sale contract,,16029.066966560385
"Nam Tu Liem, Ha Noi",7.151092512482401,3.752155183573549,95.86540629204052,1.1634656391745843,1.1295689724349849,3.223922913693204,North,South,Pink book,Unfurnished,6193.488760977767
"Quan 1, TP.HCM",7.689981457655915,17.157443882012355,72.14648867608014,4.044322547964302,3.1834205276661653,3.002591559554328,South,West,Pink book,Basic furnished,6027.478835291863
"Nha Trang, Khanh Hoa",3.979967052859872,13.756693638774568,69.19998874081989,2.382380523554932,1.903293683498926,3.9317737193903475,West,,Sale contract,,7711.78118221903
"Quan 1, TP.HCM",4.319137112176201,12.50776501795239,123.67789329906371,5.19891671113231,4.244111133055399,3.1531120077650314,North,North,Pink book,Fully furnished,9072.563376945736
"Nha Trang, Khanh Hoa",3.5247691666640515,17.53755382036985,71.39072299768075,5.02170022311463,0.9193530951266077,3.4013465852717264,East,East,Sale contract,Fully furnished,7147.777144143924
"Quan 7, TP.HCM",7.5711023701122215,6.337940649651143,51.75753756415321,4.246676862043829,0.8817131003376126,2.1830006469131087,Northwest,,Sale contract,Fully furnished,5971.3560536279565
"Quan 1, TP.HCM",8.797670398680216,7.320708573079531,162.72937384731577,5.332134326617698,0.9315132939272907,1.0057252989775514,East,South,Sale contract,Unfurnished,9315.518132461671
"Hai Chau, Da Nang",7.631598040376936,6.083212758066941,89.21222987543678,3.0905521183307645,3.1816772679948846,3.7049070962631596,South,North,Red book,Unfurnished,7945.099922157458
"Quan 7, TP.HCM",3.7687334975949462,11.321671417157082,77.81800637187986,2.1046985050166493,1.9911064526543272,1.0223974901055857,East,,Sale contract,Basic furnished,3184.8436605388342
"Cau Giay, Ha Noi",7.198210463742183,18.116940072781514,221.47685182009482,2.0707386664501555,5.100097573029459,3.635278582989854,East,,Sale contract,Basic furnished,17565.45776839775
"Thu Duc, TP.HCM",7.596245243201596,8.181047959345193,88.25030327232241,5.717718323369015,3.957311725474706,3.257039152129261,Southwest,East,Pink book,Basic furnished,4183.334540988537
"Bien Hoa, Dong Nai",6.008580957738795,15.238692869993482,130.9842703580439,2.267043444046303,3.9169307675636467,1.759497127501103,Southeast,West,Sale contract,,15195.035768656364
"Hai Chau, Da Nang",7.238547646709379,14.004581148666656,225.32887932860172,4.892444523778067,1.8229558546013327,1.205868784259989,South,East,Red book,Fully furnished,9319.64003385896
"Binh Thanh, TP.HCM",3.6596080358260306,5.0567998928638,252.37549626527314,2.905300243623217,3.4717645697764605,5.280376904578431,South,North,Sale contract,Unfurnished,16382.829092426506
"Cau Giay, Ha Noi",6.987193568685024,5.466210269274264,106.24625822228055,2.017557222270047,0.9852851075672817,3.123310899259347,Northeast,West,Sale contract,Unfurnished,13547.803639158996
"Hai Chau, Da Nang",4.3096004061701425,5.085131754749051,99.55066373643017,3.081837204546512,5.010228534563773,2.661395872702612,East,East,Pink book,Fully furnished,7845.4549911709955
"Hai Chau, Da Nang",7.6738759616708165,18.039744579067513,201.97051394686844,2.933805704255522,0.9153974998853326,1.903450199215558,Northwest,North,Pink book,Unfurnished,19236.488072935477
"Quan 1, TP.HCM",4.678655397666452,22.024676626501638,86.91561049707278,3.7387822691024493,2.2105226413251455,4.298757181224714,Northeast,East,Sale contract,Basic furnished,4861.090768442338
"Thu Dau Mot, Binh Duong",4.700877677575086,15.842863483643136,91.47289027333011,1.9462855883381487,2.2153670731943547,1.1724191630746459,North,East,Red book,Fully furnished,10055.199408718025
"Quan 1, TP.HCM",7.941599572274585,9.564903344071713,200.69592179258416,5.530381066744785,3.0979806613714733,2.591379934982918,Southeast,South,Pink book,,23469.505362097923
"Quan 7, TP.HCM",8.613804728322261,10.505676883203414,177.62592427553662,3.678797474699721,1.040823711166586,2.9620556423831523,South,West,Red book,Unfurnished,8694.15408202644
"Binh Thanh, TP.HCM",3.8567770964010317,6.764899430964486,209.52261024006992,4.437335561260712,4.6307067015556385,4.459326157753466,West,South,Sale contract,,13717.631161739906
"Hai Chau, Da Nang",4.1203071061687835,2.9802604082736095,190.19006474252475,1.9078979478019562,4.039043140686515,3.614420289184511,West,West,Pink book,Fully furnished,12671.410902557733
"Cau Giay, Ha Noi",9.285665814483199,18.590056090190327,121.28452654361762,1.184232951817849,4.315431269383541,0.9524428361489422,Northeast,,Red book,Fully furnished,9198.440910432842
"Nam Tu Liem, Ha Noi",7.974120949224881,15.440620847013154,198.65924989618404,1.9274009106341694,1.0506353307034773,2.633627553192541,East,West,Red book,Fully furnished,20461.327800411033
"Cau Giay, Ha Noi",5.653467036066274,18.966217449878336,184.11977581174898,0.9530184465787057,3.9383104680836456,2.9630311881679843,Southwest,South,Sale contract,Fully furnished,19296.439912316782
"Quan 7, TP.HCM",6.701590624738254,16.425341493131043,134.24470598036137,0.9652403018054148,3.901064920490035,1.017770701730697,Southwest,East,Sale contract,Fully furnished,11522.37415596675
"Thu Duc, TP.HCM",7.678385311193031,19.425821957423462,144.15637713304784,4.548343677063106,4.323243839752142,2.9528973121736906,East,nan,Pink book,Basic furnished,9410.24801853683
"Thu Duc, TP.HCM",5.914976451776951,4.610985439398729,150.21221508386589,3.836845575200008,0.8012310736731348,4.294344803247252,Southwest,,Red book,,17713.713846817645
"Hai Chau, Da Nang",8.185668038330808,3.615874960218656,170.6973560506639,4.67808523333587,1.8390214571066406,2.7477811301212354,South,South,Red book,Fully furnished,11185.30170615213
"Quan 1, TP.HCM",4.9687458340755954,13.715715964900966,163.25502155524384,7.108666922594971,4.734441234581333,3.280104699452073,South,,Sale contract,Basic furnished,17219.89835774708
"Cau Giay, Ha Noi",5.013264697653852,9.596720638889987,68.08686356923626,1.973101616699953,1.940256117059749,2.71834315031709,Northeast,South,Pink book,Unfurnished,8503.645897333694
"Hai Chau, Da Nang",9.971718770741592,4.748905695486309,159.36593906198718,2.641480886108582,0.9427155103412804,2.854889333135585,Southeast,West,Sale contract,nan,8798.171090795902
"Quan 7, TP.HCM",5.59263173467466,3.1253279723760166,85.19737024246672,5.015551043169179,4.013846942318173,2.1648757472697326,Northwest,West,Pink book,,9797.55105501402
"Nam Tu Liem, Ha Noi",6.414142553179435,11.860644654604833,135.88808969162102,3.795887009046579,4.810341767550617,0.962839445959801,Northwest,West,Red book,Fully furnished,4578.509852720551
"Quan 7, TP.HCM",3.2558808267963504,4.75516434609893,239.15116844763782,2.8039354389630633,3.0884815941294965,4.842664475069055,Northeast,South,Sale contract,Basic furnished,17166.97183371711
"Quan 1, TP.HCM",9.148892036771247,16.85820303026677,78.13745912910467,6.717664197848358,5.085452169771404,2.04265288747119,South,South,Sale contract,Basic furnished,9362.205371448461
"Binh Thanh, TP.HCM",8.112349331129925,7.848375507813475,78.51168961354092,3.8705069365417453,1.9419268353650068,5.069855707747131,Northwest,North,Pink book,Fully furnished,3836.143396738605
"Nam Tu Liem, Ha Noi",7.217248019129891,10.222362982432207,143.66169583872326,3.454372265842008,2.221264709514368,2.1818567634727297,South,South,Sale contract,,18190.180599808515
"Bien Hoa, Dong Nai",5.039705661410193,4.944573140822361,68.11623606508074,1.9196713241035823,2.754904123888629,2.1133370315678963,Northeast,,Sale contract,Fully furnished,4179.6031126178505
"Binh Thanh, TP.HCM",5.442780144384052,8.205725535046206,131.84556221629762,2.2954619193676264,2.743179656081723,1.7559159726520417,Southeast,West,Red book,Basic furnished,11671.748303294835
"Hai Chau, Da Nang",5.669224130208016,20.41367138036325,122.09228961404428,2.1787673330541004,1.0274180277102163,5.182701287661513,North,North,Red book,nan,4883.699688084748
"Thu Duc, TP.HCM",6.525645114248727,7.578028433757535,230.96113670471354,5.146202693930677,0.8736221543430562,4.770444207065947,Southeast,East,Red book,Basic furnished,7638.290968867533
"Bien Hoa, Dong Nai",4.6281032428945466,9.207354200986776,244.15192388431066,1.9884346435087321,1.0721459840289351,4.407896748340723,Northwest,East,Pink book,nan,29089.39222201693
"Thu Duc, TP.HCM",5.602658418625419,9.351312895421225,41.897187563897795,3.284019419889405,3.788573680557717,1.081851296374978,Northwest,North,Red book,,2616.4226472029623
"Hai Chau, Da Nang",7.085391915205695,14.409986590125257,202.2331098433054,1.9561549097203288,1.016845438210287,3.2112710998207796,East,South,Sale contract,Unfurnished,20129.098337876418
"Hai Chau, Da Nang",7.516694730900165,18.53578811455685,196.4135787670217,1.105391525250746,4.063231873501568,2.3320417396200424,East,,Red book,Unfurnished,6364.769341623065
"Quan 1, TP.HCM",9.078062200053724,11.1443789394108,40.005477334889505,2.168698167741953,3.4011648564972985,1.9673551070430304,East,North,Sale contract,,2285.99552156099
"Nam Tu Liem, Ha Noi",6.608869405812068,15.193222833410253,222.6152866919756,4.79909771352235,5.084637988152157,1.0872836881731733,West,West,Sale contract,,25805.5477053495
"Binh Thanh, TP.HCM",7.262960244033407,13.689639824788449,54.83374612186527,5.712331685186657,2.608091452669924,3.816714104144472,Northwest,North,Red book,,3762.8390192652505
"Quan 7, TP.HCM",7.404696368985184,11.254182600053175,168.99298895104658,6.796774849308138,3.306154675830186,2.0369025456422984,South,West,Sale contract,Fully furnished,10148.905124165276
"Quan 7, TP.HCM",3.822249228666723,12.431077104628462,83.9672065886892,5.164937386186512,1.942009449375499,2.7312792252897253,East,nan,Red book,,5763.245325552312
"Thu Duc, TP.HCM",4.2621779576620975,13.930326404167051,144.67228083508363,5.716174456755826,4.219125911438622,2.7871204654249118,Southeast,North,Red book,Fully furnished,6714.642371113608
"Binh Thanh, TP.HCM",6.811726925371656,12.130094567073948,180.33036514443094,1.0964553168065145,4.478300344116602,5.071102357432161,Northeast,South,Red book,Basic furnished,21786.954076213024
"Hai Chau, Da Nang",6.5167615668093575,8.633288961380632,170.09937430070988,1.9790534443568402,1.8344072216748588,3.9392017961016386,Northeast,North,Pink book,,12169.709089536744
"Nha Trang, Khanh Hoa",7.449764144347602,4.577207037075861,48.48809064183145,6.140636893176939,3.6590196080431916,5.036722309832269,Northwest,nan,Red book,Fully furnished,6982.165773826243
"Quan 1, TP.HCM",9.086824752401311,19.51863504333328,92.84804700154858,4.987644945771368,2.320545162749137,1.0770372423291303,South,West,Red book,,4807.840680526174
"Nha Trang, Khanh Hoa",8.408787342098679,17.35348849334782,114.31119423325126,4.541461842792525,4.096843348876491,2.8189737959953542,East,West,Pink book,Fully furnished,11346.900053499237
"Bien Hoa, Dong Nai",8.723558439006366,18.138648179769838,38.66885834732416,2.1903152782279425,4.508956873945203,2.095584011175977,East,North,Red book,Basic furnished,4320.962131217809
"Thu Duc, TP.HCM",7.856267863218709,15.08553584917617,247.5362049918161,5.634549552063607,3.353742224327306,2.1714241456597954,South,South,Sale contract,Fully furnished,24333.194909062262
"Bien Hoa, Dong Nai",10.018422957364633,3.4789542054442144,106.09687459362272,2.4602170252665747,4.726803067859551,3.0141941093453815,Southeast,North,Pink book,nan,13006.320460728382
"Bien Hoa, Dong Nai",7.031736624645013,5.4978288855328525,177.71869207693464,3.135338188812566,3.1427410419996686,3.2048197341072737,West,East,Red book,Basic furnished,10889.001986271707
"Binh Thanh, TP.HCM",9.304707356649706,17.61658291936376,162.2567562662838,4.147743013799748,2.375527597339637,3.125380467187816,North,North,Red book,Fully furnished,10661.594774945414
"Bien Hoa, Dong Nai",4.4731503394766365,2.7064706945324177,146.0145622355545,5.923572538513579,2.767392093524696,3.132248952538209,Southeast,East,Sale contract,Basic furnished,14150.93413437082
"Hai Chau, Da Nang",6.00491744264031,6.485043989174371,147.64846600219377,2.0755138133194575,4.044548930766369,5.482461358268237,North,,Sale contract,Fully furnished,15761.874032584476
"Bien Hoa, Dong Nai",4.804595744348828,3.513339642423929,181.51200077739136,1.0601100789660756,1.0597732179407666,0.9439334656907131,Northeast,North,Red book,Basic furnished,23669.543557303103
"Thu Dau Mot, Binh Duong",7.641313183046704,13.303384259221291,78.90849557499848,6.304212902847407,3.0993117833883597,4.925884936448917,South,North,Red book,,10782.014473352603
"Hai Chau, Da Nang",6.35243725905743,15.07187366816337,111.44532213470059,5.256224990602314,4.752874928297354,4.60687820260146,Northeast,South,Pink book,Fully furnished,14698.93798497691
"Hai Chau, Da Nang",6.188787377911222,8.412298369265796,192.29369195927137,5.323815708802363,0.8952018273374085,3.4779197371570674,Northeast,East,Pink book,Basic furnished,10627.54130878713
"Quan 7, TP.HCM",9.147341843489713,14.650363876185693,102.07718706645298,4.759245115519507,1.0505033026608135,1.7509414446725113,Southwest,North,Pink book,Fully furnished,6629.772854877552
"Quan 7, TP.HCM",8.680831717595531,15.419758756879421,232.54234216858882,0.9435990515393273,0.9955384737873835,3.1339984590052135,South,North,Pink book,Fully furnished,23716.161712154015
"Nam Tu Liem, Ha Noi",5.9396287572105635,18.93425417215958,204.4720103531409,6.184133745978206,0.926944087537471,2.9322766610339404,North,South,Red book,Unfurnished,21441.07128276437
"Nha Trang, Khanh Hoa",6.791217192190094,12.286130121702888,144.95669416558297,1.8018939560311091,2.003976374119143,3.7817489973762193,Southeast,East,Pink book,Unfurnished,7229.232063186236
"Cau Giay, Ha Noi",7.169563785546817,19.81003327739711,117.99138789867335,4.787796950824737,1.135175233068698,4.605771652451732,East,West,Pink book,,8432.06934142905
"Thu Duc, TP.HCM",7.543655727255,7.194203102085562,105.246670325417,2.913267415876359,3.8559676372191283,3.8251967452701128,West,,Red book,Fully furnished,9604.102243368756
"Quan 1, TP.HCM",8.803660326658862,7.162033424549734,153.99106722124995,6.392527823616138,4.44486641568554,1.044624824508149,East,nan,Red book,Basic furnished,19622.867523246347
"Hai Chau, Da Nang",5.907350469319115,5.415696244823938,62.37968423244272,1.0193493361210832,3.6897523553536065,5.290306729265213,West,East,Sale contract,Unfurnished,4994.67603389728
"Quan 7, TP.HCM",6.2363839533795655,18.00927272741886,104.94439775086761,4.835627537480327,4.853110313618003,0.9434594594225458,East,South,Sale contract,Basic furnished,4699.230431666776
"Cau Giay, Ha Noi",7.218219480053598,14.574378604647507,189.86790750004855,1.0760430406342756,1.0340263248381276,4.280665206192188,Northwest,,Red book,Fully furnished,18975.910245542545
"Quan 1, TP.HCM",3.4891098608817797,3.2802387061132,162.9760946265112,4.959273703188172,3.818498425979943,0.968846569800557,South,West,Sale contract,Unfurnished,12857.157881188752
"Cau Giay, Ha Noi",8.820424574503257,3.9768304957742897,199.59155791550896,0.904444819359544,3.1230824671390507,3.555857260618707,Northeast,South,Pink book,Basic furnished,12681.857500447142
"Quan 7, TP.HCM",6.3659469713708825,2.9734905052091136,226.52194320284715,1.1369366784113875,0.8902479085654915,4.354575440849303,Northwest,,Pink book,,13833.738954471597
"Thu Dau Mot, Binh Duong",8.5543107207023,7.517250978886302,166.5255369102696,4.216936278828566,0.9609670873483438,5.862923285306202,North,East,Red book,Fully furnished,8993.389941752592
"Hai Chau, Da Nang",6.115618024744094,9.303293046685823,217.3128128928031,2.8373483112594946,5.805354899010649,4.043691305946476,Northeast,East,Sale contract,,23125.739078424118
"Quan 1, TP.HCM",8.422627723094301,9.952487329282302,113.24022242537781,6.326527382061831,5.463125936809604,2.8916616821758465,North,South,Red book,nan,5582.887219547769
"Nam Tu Liem, Ha Noi",5.379403281486668,17.147678734903938,149.83203061390876,2.11352537236918,4.915465565779603,1.9812158625352065,North,,Sale contract,Unfurnished,15610.020417394331
"Nha Trang, Khanh Hoa",7.949179532029798,17.448513172026374,211.9632214315519,2.006557886364151,5.331789571692587,4.570548397599154,Southwest,South,Red book,Fully furnished,17547.484218978978
"Quan 7, TP.HCM",5.338086041494559,3.2078434119503663,194.412834403099,1.0118159460181422,4.806475547383561,2.920450488546087,Southeast,,Red book,Unfurnished,21520.686838498077
"Thu Duc, TP.HCM",4.934174771596562,5.548426084597083,113.03042211619083,5.485492575090337,1.977593143689242,1.07108791042647,Southwest,South,Pink book,Basic furnished,7553.662202773954
"Thu Dau Mot, Binh Duong",4.114187234399258,5.228133610780742,112.50649178410042,3.065608019033262,3.9957169229910274,3.1287400157748104,Southwest,South,Red book,,6235.172361624921
"Binh Thanh, TP.HCM",5.456249712385872,17.727737998596545,122.8642530792359,3.9428448081448497,1.0814032733285401,4.065999214636117,Northeast,North,Sale contract,Unfurnished,4437.213696054344
"Cau Giay, Ha Noi",7.952891603567331,8.464168477414276,123.18145510641845,4.344945246433842,5.303684399967933,3.140132710650075,North,,Red book,,19917.154504739497
"Thu Dau Mot, Binh Duong",7.206623837679286,19.269987487106736,89.63277766233615,6.371439716948295,5.4488700115206745,4.202957165778951,Southeast,South,Red book,Unfurnished,4727.786612299422
"Bien Hoa, Dong Nai",8.445815555986476,19.31122275587742,99.80296064997258,1.9427652508369209,3.873925963743225,2.901161722963459,Northwest,South,Pink book,Basic furnished,6708.843819077093
"Binh Thanh, TP.HCM",3.208261269989781,14.246425072458505,142.13975270336337,4.521897338004141,3.2295456836034298,0.9500168362452758,East,South,Red book,Unfurnished,6793.790716704232
"Nam Tu Liem, Ha Noi",4.594751986510734,9.22079236426717,114.19405379471839,6.177397249289992,5.144457908138747,0.9536735753216457,East,West,Pink book,Unfurnished,15288.334291431396
"Cau Giay, Ha Noi",3.848887782569847,17.535042532424974,174.3161001255624,3.2930480869260847,1.0465678162774892,1.963762544184027,Southwest,West,Sale contract,Basic furnished,13734.980889492705
"Binh Thanh, TP.HCM",7.494957960805365,6.008841995223402,147.4432971839723,2.5755745522649156,3.077560251404348,4.940958965480532,West,South,Sale contract,Fully furnished,15368.314350888295
"Thu Duc, TP.HCM",2.9662407657034318,16.13403842594855,70.70610630565956,1.9955976151918982,4.567120510934318,1.1329007371638296,Northwest,East,Pink book,Fully furnished,9585.72392633772
"Thu Dau Mot, Binh Duong",5.775062547838326,6.177212100137662,165.52257078430873,4.618558154792121,2.7433798574514823,4.225392506196753,East,East,Red book,Fully furnished,7981.055321259076
"Nha Trang, Khanh Hoa",6.871324778735316,11.454711998785504,82.11382837149702,4.932481285319142,1.0088764876854435,2.1259151304887993,East,nan,Red book,Basic furnished,9150.396657747027
"Thu Duc, TP.HCM",8.656096366855024,5.540431539372556,41.272650579824095,1.1931832798926905,4.025597881778926,2.055664978611982,East,West,Red book,Unfurnished,4134.717235651205
"Hai Chau, Da Nang",5.7511949935179905,4.961164974201333,53.161029124556606,4.137221280105783,3.1663453457431547,5.070576622110891,Southwest,North,Red book,,6662.721568826322
"Bien Hoa, Dong Nai",5.881190453101706,3.5984823037464007,213.7054596120582,2.7517505212983364,2.8294175751481974,1.005901608630951,Southeast,West,Red book,Unfurnished,8058.596595276181
